"Nº Lote";"Data da Transação";"Data Liquidação";"Prazo Antecipação";"Valor";"Valor Descontado";"Valor Antecipado";"Bandeira";"Segmento";"Nº Pedido";"Data Pedido";"Status Pedido"
"10519010102802313101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 380,68";"R$ 3,73";"R$ 376,95";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10518123002902313101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 133,19";"R$ 1,24";"R$ 131,95";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10518122903002313101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 926,74";"R$ 8,64";"R$ 918,10";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10518122802802313101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 589,59";"R$ 5,50";"R$ 584,09";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10518121902802313101";"19/12/2018 00:00:00";"18/01/2019 00:00:00";"16";"R$ 294,70";"R$ 1,59";"R$ 293,11";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40618122702803829101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 833,34";"R$ 8,58";"R$ 824,76";"Mastercard";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"40518122702802313101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 1.672,94";"R$ 17,23";"R$ 1.655,71";"Visa";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"30618122702803829101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 1.112,93";"R$ 11,46";"R$ 1.101,47";"Mastercard";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"30518122702802313101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 587,70";"R$ 6,05";"R$ 581,65";"Visa";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"20618122702803829101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 1.565,16";"R$ 16,12";"R$ 1.549,04";"Mastercard";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"20618121602903829101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"19";"R$ 691,21";"R$ 4,08";"R$ 687,13";"Mastercard";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"20518122702802313101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 644,03";"R$ 6,63";"R$ 637,40";"Visa";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"14818122702700740101";"27/12/2018 00:00:00";"25/01/2019 00:00:00";"28";"R$ 142,65";"R$ 1,33";"R$ 141,32";"American Express";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"10618122702803829101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 1.339,28";"R$ 13,79";"R$ 1.325,49";"Mastercard";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"10518122702802313101";"27/12/2018 00:00:00";"28/01/2019 00:00:00";"31";"R$ 301,93";"R$ 3,11";"R$ 298,82";"Visa";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"10518121702802313101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"19";"R$ 656,74";"R$ 3,87";"R$ 652,87";"Visa";"TurbiBRCOM                    ";"18122810043";"28/12/2018 08:06:08";"Pedido pago com sucesso!"
"40618122602803829101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 2.025,17";"R$ 19,86";"R$ 2.005,31";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40618122102803829101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 1.145,27";"R$ 9,56";"R$ 1.135,71";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40518122602802313101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 507,84";"R$ 4,98";"R$ 502,86";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40518122102802313101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 269,98";"R$ 2,25";"R$ 267,73";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40518121902802313101";"19/12/2018 00:00:00";"18/01/2019 00:00:00";"22";"R$ 170,69";"R$ 1,26";"R$ 169,43";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40518121802802313101";"18/12/2018 00:00:00";"17/01/2019 00:00:00";"21";"R$ 311,09";"R$ 2,14";"R$ 308,95";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40518121702802313101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"20";"R$ 722,16";"R$ 4,61";"R$ 717,55";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30618122602803829101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 1.275,92";"R$ 12,52";"R$ 1.263,40";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30618121902803829101";"19/12/2018 00:00:00";"18/01/2019 00:00:00";"22";"R$ 105,41";"R$ 0,78";"R$ 104,63";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30518122602802313101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 1.034,05";"R$ 10,14";"R$ 1.023,91";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30518122102802313101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 302,90";"R$ 2,53";"R$ 300,37";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30518122002802313101";"20/12/2018 00:00:00";"21/01/2019 00:00:00";"25";"R$ 139,65";"R$ 1,17";"R$ 138,48";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30518121902802313101";"19/12/2018 00:00:00";"18/01/2019 00:00:00";"22";"R$ 111,76";"R$ 0,82";"R$ 110,94";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"30518121802802313101";"18/12/2018 00:00:00";"17/01/2019 00:00:00";"21";"R$ 543,63";"R$ 3,74";"R$ 539,89";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"20618121503003829101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"20";"R$ 857,25";"R$ 5,48";"R$ 851,77";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"20518122602802313101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 531,38";"R$ 5,21";"R$ 526,17";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"20518122102802313101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 288,28";"R$ 2,41";"R$ 285,87";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"20518121802802313101";"18/12/2018 00:00:00";"17/01/2019 00:00:00";"21";"R$ 205,17";"R$ 1,41";"R$ 203,76";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"15018122102701251101";"21/12/2018 00:00:00";"21/01/2019 00:00:00";"25";"R$ 32,71";"R$ 0,27";"R$ 32,44";"Elo";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"15018122002701251101";"20/12/2018 00:00:00";"18/01/2019 00:00:00";"22";"R$ 101,22";"R$ 0,75";"R$ 100,47";"Elo";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"14818122202700740101";"22/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 266,78";"R$ 2,23";"R$ 264,55";"American Express";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"14818122102700740101";"21/12/2018 00:00:00";"21/01/2019 00:00:00";"25";"R$ 232,60";"R$ 1,94";"R$ 230,66";"American Express";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"14818121902700740101";"19/12/2018 00:00:00";"17/01/2019 00:00:00";"21";"R$ 69,99";"R$ 0,48";"R$ 69,51";"American Express";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"10618122602803829101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 2.593,92";"R$ 25,44";"R$ 2.568,48";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"10618122102803829101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 1.091,39";"R$ 9,11";"R$ 1.082,28";"Mastercard";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"10518122602802313101";"26/12/2018 00:00:00";"25/01/2019 00:00:00";"29";"R$ 225,82";"R$ 2,22";"R$ 223,60";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"10518122102802313101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"26";"R$ 114,22";"R$ 0,95";"R$ 113,27";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"10518122002802313101";"20/12/2018 00:00:00";"21/01/2019 00:00:00";"25";"R$ 326,25";"R$ 2,72";"R$ 323,53";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"10518121503002313101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"20";"R$ 879,78";"R$ 5,62";"R$ 874,16";"Visa";"TurbiBRCOM                    ";"18122710042";"27/12/2018 08:05:46";"Pedido pago com sucesso!"
"40618122502803829101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 1.857,58";"R$ 17,32";"R$ 1.840,26";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"40618122402803829101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 249,08";"R$ 2,20";"R$ 246,88";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"40618122203003829101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.394,65";"R$ 12,32";"R$ 1.382,33";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"40518122502802313101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 1.169,78";"R$ 10,90";"R$ 1.158,88";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"40518122402802313101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 535,17";"R$ 4,73";"R$ 530,44";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"40518122302902313101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 464,31";"R$ 4,10";"R$ 460,21";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"40518122203002313101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 292,07";"R$ 2,58";"R$ 289,49";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30618122502803829101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 2.798,21";"R$ 26,08";"R$ 2.772,13";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30618122402803829101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.386,47";"R$ 12,25";"R$ 1.374,22";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30618122302903829101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 812,78";"R$ 7,18";"R$ 805,60";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30618122203003829101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 2.119,27";"R$ 18,72";"R$ 2.100,55";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30618122102803829101";"21/12/2018 00:00:00";"22/01/2019 00:00:00";"27";"R$ 1.359,34";"R$ 12,01";"R$ 1.347,33";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30518122502802313101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 1.227,12";"R$ 11,44";"R$ 1.215,68";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30518122402802313101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 48,62";"R$ 0,43";"R$ 48,19";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30518122302902313101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.282,91";"R$ 11,33";"R$ 1.271,58";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30518122203002313101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 657,68";"R$ 5,81";"R$ 651,87";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20618122502803829101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 2.320,50";"R$ 21,63";"R$ 2.298,87";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20618122402803829101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.562,30";"R$ 13,80";"R$ 1.548,50";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20618122302903829101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 815,73";"R$ 7,20";"R$ 808,53";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20618122203003829101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 973,34";"R$ 8,60";"R$ 964,74";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20518122502802313101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 819,06";"R$ 7,63";"R$ 811,43";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20518122402802313101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 499,01";"R$ 4,41";"R$ 494,60";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20518122302902313101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 207,05";"R$ 1,83";"R$ 205,22";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"20518122203002313101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 154,22";"R$ 1,36";"R$ 152,86";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"15018122502701251101";"25/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 188,30";"R$ 1,66";"R$ 186,64";"Elo";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"14818122402800740101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 3.544,48";"R$ 31,31";"R$ 3.513,17";"American Express";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"14818122302900740101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 176,88";"R$ 1,56";"R$ 175,32";"American Express";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10618122502803829101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 3.650,35";"R$ 34,03";"R$ 3.616,32";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10618122402803829101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 418,12";"R$ 3,69";"R$ 414,43";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10618122302903829101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.367,49";"R$ 12,08";"R$ 1.355,41";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10618122203003829101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.556,28";"R$ 13,75";"R$ 1.542,53";"Mastercard";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10518122502802313101";"25/12/2018 00:00:00";"24/01/2019 00:00:00";"29";"R$ 505,95";"R$ 4,72";"R$ 501,23";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10518122402802313101";"24/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 1.472,12";"R$ 13,00";"R$ 1.459,12";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10518122302902313101";"23/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 324,25";"R$ 2,86";"R$ 321,39";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"10518122203002313101";"22/12/2018 00:00:00";"23/01/2019 00:00:00";"28";"R$ 312,67";"R$ 2,76";"R$ 309,91";"Visa";"TurbiBRCOM                    ";"18122610067";"26/12/2018 08:09:44";"Pedido pago com sucesso!"
"30618122002803829101";"20/12/2018 00:00:00";"21/01/2019 00:00:00";"31";"R$ 1.781,76";"R$ 17,48";"R$ 1.764,28";"Mastercard";"TurbiBRCOM                    ";"18122110047";"21/12/2018 08:07:07";"Pedido pago com sucesso!"
"20618122002803829101";"20/12/2018 00:00:00";"21/01/2019 00:00:00";"31";"R$ 1.672,89";"R$ 16,41";"R$ 1.656,48";"Mastercard";"TurbiBRCOM                    ";"18122110047";"21/12/2018 08:07:07";"Pedido pago com sucesso!"
"20518122002802313101";"20/12/2018 00:00:00";"21/01/2019 00:00:00";"31";"R$ 1.561,87";"R$ 15,32";"R$ 1.546,55";"Visa";"TurbiBRCOM                    ";"18122110047";"21/12/2018 08:07:07";"Pedido pago com sucesso!"
"20618121902803829101";"19/12/2018 00:00:00";"18/01/2019 00:00:00";"29";"R$ 849,89";"R$ 7,92";"R$ 841,97";"Mastercard";"TurbiBRCOM                    ";"18122010052";"20/12/2018 08:06:50";"Pedido pago com sucesso!"
"30618121802803829101";"18/12/2018 00:00:00";"17/01/2019 00:00:00";"29";"R$ 1.249,98";"R$ 11,72";"R$ 1.238,26";"Mastercard";"TurbiBRCOM                    ";"18121910048";"19/12/2018 08:06:57";"Pedido pago com sucesso!"
"10618121802803829101";"18/12/2018 00:00:00";"17/01/2019 00:00:00";"29";"R$ 2.041,34";"R$ 19,14";"R$ 2.022,20";"Mastercard";"TurbiBRCOM                    ";"18121910048";"19/12/2018 08:06:57";"Pedido pago com sucesso!"
"30618121702803829101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"29";"R$ 1.115,18";"R$ 10,39";"R$ 1.104,79";"Mastercard";"TurbiBRCOM                    ";"18121810038";"18/12/2018 08:06:24";"Pedido pago com sucesso!"
"20618121702803829101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"29";"R$ 1.189,25";"R$ 11,09";"R$ 1.178,16";"Mastercard";"TurbiBRCOM                    ";"18121810038";"18/12/2018 08:06:24";"Pedido pago com sucesso!"
"10618121702803829101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"29";"R$ 1.205,61";"R$ 11,24";"R$ 1.194,37";"Mastercard";"TurbiBRCOM                    ";"18121810038";"18/12/2018 08:06:24";"Pedido pago com sucesso!"
"10618121503003829101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"29";"R$ 930,33";"R$ 8,67";"R$ 921,66";"Mastercard";"TurbiBRCOM                    ";"18121810038";"18/12/2018 08:06:24";"Pedido pago com sucesso!"
"40618121602903829101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 1.979,89";"R$ 18,57";"R$ 1.961,32";"Mastercard";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"40618121503003829101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 1.041,77";"R$ 9,77";"R$ 1.032,00";"Mastercard";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"30618121503003829101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 1.659,94";"R$ 15,57";"R$ 1.644,37";"Mastercard";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"30518121602902313101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 1.093,72";"R$ 10,26";"R$ 1.083,46";"Visa";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"20518121602902313101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 1.295,05";"R$ 12,14";"R$ 1.282,91";"Visa";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"10618121602903829101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 2.100,64";"R$ 19,70";"R$ 2.080,94";"Mastercard";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"10518121602902313101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"30";"R$ 1.033,30";"R$ 9,69";"R$ 1.023,61";"Visa";"TurbiBRCOM                    ";"18121710061";"17/12/2018 08:07:17";"Pedido pago com sucesso!"
"20618121202803829101";"12/12/2018 00:00:00";"11/01/2019 00:00:00";"29";"R$ 924,18";"R$ 8,61";"R$ 915,57";"Mastercard";"TurbiBRCOM                    ";"18121310045";"13/12/2018 08:05:53";"Pedido pago com sucesso!"
"10618121202803829101";"12/12/2018 00:00:00";"11/01/2019 00:00:00";"29";"R$ 852,13";"R$ 7,94";"R$ 844,19";"Mastercard";"TurbiBRCOM                    ";"18121310045";"13/12/2018 08:05:53";"Pedido pago com sucesso!"
"10618121102803829101";"11/12/2018 00:00:00";"10/01/2019 00:00:00";"29";"R$ 1.983,99";"R$ 18,49";"R$ 1.965,50";"Mastercard";"TurbiBRCOM                    ";"18121210046";"12/12/2018 08:05:32";"Pedido pago com sucesso!"
"30618121002803829101";"10/12/2018 00:00:00";"09/01/2019 00:00:00";"29";"R$ 1.769,81";"R$ 16,56";"R$ 1.753,25";"Mastercard";"TurbiBRCOM                    ";"18121110035";"11/12/2018 11:42:30";"Pedido pago com sucesso!"
"20518121002802313101";"10/12/2018 00:00:00";"09/01/2019 00:00:00";"29";"R$ 1.951,52";"R$ 18,26";"R$ 1.933,26";"Visa";"TurbiBRCOM                    ";"18121110035";"11/12/2018 11:42:30";"Pedido pago com sucesso!"
"40618120902903829401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 390,47";"R$ 3,64";"R$ 386,83";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40618120902903829301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 335,65";"R$ 3,13";"R$ 332,52";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40618120902903829101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 287,88";"R$ 2,68";"R$ 285,20";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40618120803003829401";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 524,85";"R$ 4,89";"R$ 519,96";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40618120803003829301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 247,63";"R$ 2,31";"R$ 245,32";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40618120803003829201";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 159,82";"R$ 1,49";"R$ 158,33";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40618120702803829101";"07/12/2018 00:00:00";"08/01/2019 00:00:00";"29";"R$ 400,67";"R$ 3,73";"R$ 396,94";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40518120902902313401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 778,11";"R$ 7,25";"R$ 770,86";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40518120902902313101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 196,03";"R$ 1,83";"R$ 194,20";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40518120803002313401";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 32,68";"R$ 0,30";"R$ 32,38";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
