"Nº Lote";"Data da Transação";"Data Liquidação";"Prazo Antecipação";"Valor";"Valor Descontado";"Valor Antecipado";"Bandeira";"Segmento";"Nº Pedido";"Data Pedido";"Status Pedido"
"30619011002803829101";"10/01/2019 00:00:00";"11/02/2019 00:00:00";"28";"R$ 839,36";"R$ 8,64";"R$ 830,72";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"30619010902803829101";"09/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 680,81";"R$ 6,35";"R$ 674,46";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"30519011302902313101";"13/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 368,42";"R$ 3,97";"R$ 364,45";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"30519011203002313101";"12/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 286,35";"R$ 3,09";"R$ 283,26";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"30519011102802313101";"11/01/2019 00:00:00";"12/02/2019 00:00:00";"29";"R$ 128,50";"R$ 1,32";"R$ 127,18";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"30519010902802313101";"09/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 242,29";"R$ 2,26";"R$ 240,03";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20619011302903829101";"13/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 2.200,94";"R$ 23,74";"R$ 2.177,20";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20619011203003829101";"12/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 692,89";"R$ 7,47";"R$ 685,42";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20619011002803829101";"10/01/2019 00:00:00";"11/02/2019 00:00:00";"28";"R$ 913,87";"R$ 9,41";"R$ 904,46";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20619010902803829101";"09/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 607,51";"R$ 5,66";"R$ 601,85";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20619010802803829101";"08/01/2019 00:00:00";"07/02/2019 00:00:00";"24";"R$ 522,61";"R$ 4,62";"R$ 517,99";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20519011302902313101";"13/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 766,48";"R$ 8,27";"R$ 758,21";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20519011203002313101";"12/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 468,41";"R$ 5,05";"R$ 463,36";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20519011102802313101";"11/01/2019 00:00:00";"12/02/2019 00:00:00";"29";"R$ 488,05";"R$ 5,03";"R$ 483,02";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20519011002802313101";"10/01/2019 00:00:00";"11/02/2019 00:00:00";"28";"R$ 184,77";"R$ 1,90";"R$ 182,87";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"20519010802802313101";"08/01/2019 00:00:00";"07/02/2019 00:00:00";"24";"R$ 414,33";"R$ 3,66";"R$ 410,67";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"15019011202701251101";"12/01/2019 00:00:00";"12/02/2019 00:00:00";"29";"R$ 67,59";"R$ 0,70";"R$ 66,89";"Elo";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"15019011102701251101";"11/01/2019 00:00:00";"11/02/2019 00:00:00";"28";"R$ 62,62";"R$ 0,64";"R$ 61,98";"Elo";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"15019011002701251101";"10/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 186,96";"R$ 1,74";"R$ 185,22";"Elo";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"14819011302900740101";"13/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 45,78";"R$ 0,49";"R$ 45,29";"American Express";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"14819011202700740101";"12/01/2019 00:00:00";"12/02/2019 00:00:00";"29";"R$ 290,62";"R$ 2,99";"R$ 287,63";"American Express";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"14819011102700740101";"11/01/2019 00:00:00";"11/02/2019 00:00:00";"28";"R$ 328,07";"R$ 3,38";"R$ 324,69";"American Express";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"14819011002700740101";"10/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 187,80";"R$ 1,75";"R$ 186,05";"American Express";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"14819010902700740101";"09/01/2019 00:00:00";"07/02/2019 00:00:00";"24";"R$ 186,94";"R$ 1,65";"R$ 185,29";"American Express";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10619011302903829101";"13/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 1.996,75";"R$ 21,53";"R$ 1.975,22";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10619011203003829101";"12/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 1.119,55";"R$ 12,07";"R$ 1.107,48";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10619011102803829101";"11/01/2019 00:00:00";"12/02/2019 00:00:00";"29";"R$ 740,38";"R$ 7,62";"R$ 732,76";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10619010902803829101";"09/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 921,16";"R$ 8,59";"R$ 912,57";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10619010802803829101";"08/01/2019 00:00:00";"07/02/2019 00:00:00";"24";"R$ 368,60";"R$ 3,26";"R$ 365,34";"Mastercard";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10519011302902313101";"13/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 4.889,99";"R$ 52,74";"R$ 4.837,25";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10519011203002313101";"12/01/2019 00:00:00";"13/02/2019 00:00:00";"30";"R$ 102,54";"R$ 1,11";"R$ 101,43";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10519011102802313101";"11/01/2019 00:00:00";"12/02/2019 00:00:00";"29";"R$ 297,80";"R$ 3,07";"R$ 294,73";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10519011002802313101";"10/01/2019 00:00:00";"11/02/2019 00:00:00";"28";"R$ 745,40";"R$ 7,68";"R$ 737,72";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"10519010902802313101";"09/01/2019 00:00:00";"08/02/2019 00:00:00";"25";"R$ 663,32";"R$ 6,18";"R$ 657,14";"Visa";"TurbiBRCOM                    ";"19011410065";"14/01/2019 08:07:35";"Pedido pago com sucesso!"
"40619010602903829101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 2.230,69";"R$ 24,03";"R$ 2.206,66";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"40619010503003829101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 743,64";"R$ 8,01";"R$ 735,63";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"40519010602902313101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 755,93";"R$ 8,14";"R$ 747,79";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"40519010503002313101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 114,28";"R$ 1,23";"R$ 113,05";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"30619010503003829101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 908,24";"R$ 9,79";"R$ 898,45";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"30519010602902313101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 307,65";"R$ 3,31";"R$ 304,34";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"30519010503002313101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 834,63";"R$ 8,99";"R$ 825,64";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"30519010402802313101";"04/01/2019 00:00:00";"05/02/2019 00:00:00";"29";"R$ 1.247,10";"R$ 13,44";"R$ 1.233,66";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"20619010602903829101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 2.245,89";"R$ 24,20";"R$ 2.221,69";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"20619010503003829101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 568,19";"R$ 6,12";"R$ 562,07";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"20619010402803829101";"04/01/2019 00:00:00";"05/02/2019 00:00:00";"29";"R$ 975,70";"R$ 10,51";"R$ 965,19";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"20519010602902313101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 685,06";"R$ 7,38";"R$ 677,68";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"20519010503002313101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 299,40";"R$ 3,23";"R$ 296,17";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"15019010602901251101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 193,38";"R$ 2,08";"R$ 191,30";"Elo";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"14819010602900740101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 215,16";"R$ 2,32";"R$ 212,84";"American Express";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"10619010602903829101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 2.138,25";"R$ 23,04";"R$ 2.115,21";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"10619010503003829101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 983,03";"R$ 10,59";"R$ 972,44";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"10619010402803829101";"04/01/2019 00:00:00";"05/02/2019 00:00:00";"29";"R$ 2.359,63";"R$ 25,42";"R$ 2.334,21";"Mastercard";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"10519010602902313101";"06/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 413,02";"R$ 4,45";"R$ 408,57";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"10519010503002313101";"05/01/2019 00:00:00";"06/02/2019 00:00:00";"30";"R$ 394,37";"R$ 4,25";"R$ 390,12";"Visa";"TurbiBRCOM                    ";"19010710054";"07/01/2019 08:06:54";"Pedido pago com sucesso!"
"40619010302803829101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 267,98";"R$ 2,90";"R$ 265,08";"Mastercard";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"40618121702803829101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"12";"R$ 436,78";"R$ 1,72";"R$ 435,06";"Mastercard";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"40519010302802313101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 79,91";"R$ 0,86";"R$ 79,05";"Visa";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"40518122002802313101";"20/12/2018 00:00:00";"21/01/2019 00:00:00";"17";"R$ 836,91";"R$ 4,94";"R$ 831,97";"Visa";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"40518121503002313101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"12";"R$ 383,80";"R$ 1,51";"R$ 382,29";"Visa";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"30619010302803829101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 310,45";"R$ 3,36";"R$ 307,09";"Mastercard";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"30519010302802313101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 3.769,83";"R$ 40,74";"R$ 3.729,09";"Visa";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"20619010302803829101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 2.661,23";"R$ 28,76";"R$ 2.632,47";"Mastercard";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"20519010302802313101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 243,76";"R$ 2,63";"R$ 241,13";"Visa";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"15018121702801251101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"12";"R$ 249,77";"R$ 0,98";"R$ 248,79";"Elo";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"10519010302802313101";"03/01/2019 00:00:00";"04/02/2019 00:00:00";"31";"R$ 103,92";"R$ 1,12";"R$ 102,80";"Visa";"TurbiBRCOM                    ";"19010410046";"04/01/2019 08:06:43";"Pedido pago com sucesso!"
"40619010202803829101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 2.634,88";"R$ 27,13";"R$ 2.607,75";"Mastercard";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"40519010202802313101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 30,11";"R$ 0,31";"R$ 29,80";"Visa";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"30619010202803829101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 5.096,53";"R$ 52,48";"R$ 5.044,05";"Mastercard";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"30519010202802313101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 2.631,23";"R$ 27,09";"R$ 2.604,14";"Visa";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"20619010202803829101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 1.133,96";"R$ 11,68";"R$ 1.122,28";"Mastercard";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"14819010202700740101";"02/01/2019 00:00:00";"31/01/2019 00:00:00";"28";"R$ 1.629,60";"R$ 15,98";"R$ 1.613,62";"American Express";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"10619010202803829101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 1.523,14";"R$ 15,68";"R$ 1.507,46";"Mastercard";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"10519010202802313101";"02/01/2019 00:00:00";"01/02/2019 00:00:00";"29";"R$ 283,94";"R$ 2,92";"R$ 281,02";"Visa";"TurbiBRCOM                    ";"19010310037";"03/01/2019 08:18:13";"Pedido pago com sucesso!"
"40619010102803829101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 3.343,87";"R$ 32,80";"R$ 3.311,07";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40618123102803829101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 606,83";"R$ 5,66";"R$ 601,17";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40618123002903829101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 1.396,84";"R$ 13,02";"R$ 1.383,82";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40618122903003829101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 702,88";"R$ 6,55";"R$ 696,33";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40618122802803829101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 920,41";"R$ 8,58";"R$ 911,83";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40519010102802313101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 2.653,85";"R$ 26,03";"R$ 2.627,82";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40518123102802313101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 568,23";"R$ 5,30";"R$ 562,93";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40518122903002313101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 201,98";"R$ 1,88";"R$ 200,10";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40518122802802313101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 989,13";"R$ 9,22";"R$ 979,91";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"40518121602902313101";"16/12/2018 00:00:00";"16/01/2019 00:00:00";"14";"R$ 531,80";"R$ 2,35";"R$ 529,45";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30619010102803829101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 2.193,48";"R$ 21,52";"R$ 2.171,96";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30618123102803829101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 1.548,58";"R$ 14,43";"R$ 1.534,15";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30618123002903829101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 873,26";"R$ 8,14";"R$ 865,12";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30618122903003829101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 1.448,02";"R$ 13,50";"R$ 1.434,52";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30618122802803829101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 3.882,84";"R$ 36,19";"R$ 3.846,65";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30519010102802313101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 1.550,52";"R$ 15,21";"R$ 1.535,31";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30518123102802313101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 326,29";"R$ 3,04";"R$ 323,25";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30518123002902313101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 29,18";"R$ 0,27";"R$ 28,91";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30518122903002313101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 334,93";"R$ 3,12";"R$ 331,81";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30518122802802313101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 158,41";"R$ 1,48";"R$ 156,93";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"30518121702802313101";"17/12/2018 00:00:00";"16/01/2019 00:00:00";"14";"R$ 551,40";"R$ 2,44";"R$ 548,96";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20618123102803829101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 938,37";"R$ 8,75";"R$ 929,62";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20618123002903829101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 1.055,39";"R$ 9,84";"R$ 1.045,55";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20618122903003829101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 1.094,64";"R$ 10,20";"R$ 1.084,44";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20519010102802313101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 3.459,78";"R$ 33,94";"R$ 3.425,84";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20518123102802313101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 302,39";"R$ 2,82";"R$ 299,57";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20518123002902313101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 1.446,88";"R$ 13,49";"R$ 1.433,39";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20518122903002313101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 108,54";"R$ 1,01";"R$ 107,53";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20518122802802313101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 1.681,51";"R$ 15,67";"R$ 1.665,84";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"20518121503002313101";"15/12/2018 00:00:00";"16/01/2019 00:00:00";"14";"R$ 508,29";"R$ 2,25";"R$ 506,04";"Visa";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"15019010102701251101";"01/01/2019 00:00:00";"30/01/2019 00:00:00";"28";"R$ 562,39";"R$ 5,24";"R$ 557,15";"Elo";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"15018123102801251101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 115,19";"R$ 1,07";"R$ 114,12";"Elo";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"15018123002901251101";"30/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 9,72";"R$ 0,09";"R$ 9,63";"Elo";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"14819010102700740101";"01/01/2019 00:00:00";"30/01/2019 00:00:00";"28";"R$ 547,39";"R$ 5,10";"R$ 542,29";"American Express";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"14818123102800740101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 48,62";"R$ 0,45";"R$ 48,17";"American Express";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"14818122902700740101";"29/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 275,15";"R$ 2,56";"R$ 272,59";"American Express";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10619010102803829101";"01/01/2019 00:00:00";"31/01/2019 00:00:00";"29";"R$ 1.448,64";"R$ 14,21";"R$ 1.434,43";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10618123102803829101";"31/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 916,14";"R$ 8,54";"R$ 907,60";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10618122903003829101";"29/12/2018 00:00:00";"30/01/2019 00:00:00";"28";"R$ 351,92";"R$ 3,28";"R$ 348,64";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
"10618122802803829101";"28/12/2018 00:00:00";"29/01/2019 00:00:00";"27";"R$ 2.215,50";"R$ 20,65";"R$ 2.194,85";"Mastercard";"TurbiBRCOM                    ";"19010210060";"02/01/2019 08:07:43";"Pedido pago com sucesso!"
